order_id,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country,product_id,unit_price,quantity,discount,_sdc_extracted_at,_sdc_received_at,_sdc_batched_at,_sdc_deleted_at,_sdc_sequence,_sdc_table_version,_sdc_sync_started_at
10490,HILAA,7,1997-03-31,1997-04-28,1997-04-03,2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,75,6.2,36,0.0,2025-02-04 06:32:56.881943,2025-02-04 06:32:57.351672,2025-02-04 06:32:57.090344,,1738650777352,,1738650776894
10491,FURIB,8,1997-03-31,1997-04-28,1997-04-08,3,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,"",1675,Portugal,77,10.4,7,0.15,2025-02-04 06:32:56.882236,2025-02-04 06:32:57.352318,2025-02-04 06:32:57.090344,,1738650777352,,1738650776894
10492,BOTTM,3,1997-04-01,1997-04-29,1997-04-11,1,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,42,11.2,20,0.05,2025-02-04 06:32:56.882503,2025-02-04 06:32:57.352985,2025-02-04 06:32:57.090344,,1738650777353,,1738650776894
10493,LAMAI,4,1997-04-02,1997-04-30,1997-04-10,3,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,"",31000,France,69,28.8,10,0.1,2025-02-04 06:32:56.882898,2025-02-04 06:32:57.353964,2025-02-04 06:32:57.090344,,1738650777354,,1738650776894
10494,COMMI,4,1997-04-02,1997-04-30,1997-04-09,2,65.99,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,56,30.4,30,0.0,2025-02-04 06:32:56.883053,2025-02-04 06:32:57.354281,2025-02-04 06:32:57.090344,,1738650777354,,1738650776894
10495,LAUGB,3,1997-04-03,1997-05-01,1997-04-11,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,77,10.4,5,0.0,2025-02-04 06:32:56.883448,2025-02-04 06:32:57.355342,2025-02-04 06:32:57.090344,,1738650777355,,1738650776894
10496,TRADH,7,1997-04-04,1997-05-02,1997-04-07,2,46.77,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil,31,10.0,20,0.05,2025-02-04 06:32:56.883661,2025-02-04 06:32:57.355722,2025-02-04 06:32:57.090344,,1738650777356,,1738650776894
10497,LEHMS,7,1997-04-04,1997-05-02,1997-04-07,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,"",60528,Germany,77,10.4,25,0.0,2025-02-04 06:32:56.884152,2025-02-04 06:32:57.356717,2025-02-04 06:32:57.090344,,1738650777357,,1738650776894
10498,HILAA,8,1997-04-07,1997-05-05,1997-04-11,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,42,14.0,30,0.0,2025-02-04 06:32:56.88487,2025-02-04 06:32:57.357669,2025-02-04 06:32:57.090344,,1738650777358,,1738650776894
10499,LILAS,4,1997-04-08,1997-05-06,1997-04-16,2,102.02,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,49,20.0,25,0.0,2025-02-04 06:32:56.885419,2025-02-04 06:32:57.358355,2025-02-04 06:32:57.090344,,1738650777358,,1738650776894
10500,LAMAI,6,1997-04-09,1997-05-07,1997-04-17,1,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,"",31000,France,28,45.6,8,0.05,2025-02-04 06:32:56.885716,2025-02-04 06:32:57.358998,2025-02-04 06:32:57.090344,,1738650777359,,1738650776894
10501,BLAUS,9,1997-04-09,1997-05-07,1997-04-16,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,"",68306,Germany,54,7.45,20,0.0,2025-02-04 06:32:56.885871,2025-02-04 06:32:57.359313,2025-02-04 06:32:57.090344,,1738650777359,,1738650776894
10502,PERIC,2,1997-04-10,1997-05-08,1997-04-29,1,69.32,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,"",05033,Mexico,67,14.0,30,0.0,2025-02-04 06:32:56.886274,2025-02-04 06:32:57.36037,2025-02-04 06:32:57.090344,,1738650777360,,1738650776894
10503,HUNGO,6,1997-04-11,1997-05-09,1997-04-16,2,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,"",Ireland,65,21.05,20,0.0,2025-02-04 06:32:56.886575,2025-02-04 06:32:57.361061,2025-02-04 06:32:57.090344,,1738650777361,,1738650776894
10504,WHITC,4,1997-04-11,1997-05-09,1997-04-18,3,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,61,28.5,25,0.0,2025-02-04 06:32:56.887118,2025-02-04 06:32:57.362375,2025-02-04 06:32:57.090344,,1738650777362,,1738650776894
10505,MEREP,3,1997-04-14,1997-05-12,1997-04-21,3,7.13,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,62,49.3,3,0.0,2025-02-04 06:32:56.887251,2025-02-04 06:32:57.362719,2025-02-04 06:32:57.090344,,1738650777363,,1738650776894
10506,KOENE,9,1997-04-15,1997-05-13,1997-05-02,2,21.19,Königlich Essen,Maubelstr. 90,Brandenburg,"",14776,Germany,70,15.0,14,0.1,2025-02-04 06:32:56.887518,2025-02-04 06:32:57.363376,2025-02-04 06:32:57.090344,,1738650777363,,1738650776894
10507,ANTON,7,1997-04-15,1997-05-13,1997-04-22,1,47.45,Antonio Moreno Taquería,Mataderos  2312,México D.F.,"",05023,Mexico,48,12.75,15,0.15,2025-02-04 06:32:56.887812,2025-02-04 06:32:57.364173,2025-02-04 06:32:57.090344,,1738650777364,,1738650776894
10508,OTTIK,1,1997-04-16,1997-05-14,1997-05-13,2,4.99,Ottilies Käseladen,Mehrheimerstr. 369,Köln,"",50739,Germany,39,18.0,10,0.0,2025-02-04 06:32:56.888078,2025-02-04 06:32:57.364994,2025-02-04 06:32:57.090344,,1738650777365,,1738650776894
10509,BLAUS,4,1997-04-17,1997-05-15,1997-04-29,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,"",68306,Germany,28,45.6,3,0.0,2025-02-04 06:32:56.88821,2025-02-04 06:32:57.365322,2025-02-04 06:32:57.090344,,1738650777365,,1738650776894
10510,SAVEA,6,1997-04-18,1997-05-16,1997-04-28,3,367.63,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,75,7.75,36,0.1,2025-02-04 06:32:56.888472,2025-02-04 06:32:57.366032,2025-02-04 06:32:57.090344,,1738650777366,,1738650776894
10511,BONAP,4,1997-04-18,1997-05-16,1997-04-21,3,350.64,Bon app',"12, rue des Bouchers",Marseille,"",13008,France,8,40.0,10,0.15,2025-02-04 06:32:56.888895,2025-02-04 06:32:57.367104,2025-02-04 06:32:57.090344,,1738650777367,,1738650776894
10512,FAMIA,7,1997-04-21,1997-05-19,1997-04-24,2,3.53,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,60,34.0,12,0.15,2025-02-04 06:32:56.889462,2025-02-04 06:32:57.36843,2025-02-04 06:32:57.090344,,1738650777368,,1738650776894
10513,WANDK,7,1997-04-22,1997-06-03,1997-04-28,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,"",70563,Germany,61,28.5,15,0.2,2025-02-04 06:32:56.889942,2025-02-04 06:32:57.369469,2025-02-04 06:32:57.090344,,1738650777369,,1738650776894
10514,ERNSH,3,1997-04-22,1997-05-20,1997-05-16,2,789.95,Ernst Handel,Kirchgasse 6,Graz,"",8010,Austria,75,7.75,50,0.0,2025-02-04 06:32:56.890619,2025-02-04 06:32:57.371212,2025-02-04 06:32:57.090344,,1738650777371,,1738650776894
10515,QUICK,2,1997-04-23,1997-05-07,1997-05-23,1,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,"",01307,Germany,60,34.0,84,0.15,2025-02-04 06:32:56.891314,2025-02-04 06:32:57.372922,2025-02-04 06:32:57.090344,,1738650777373,,1738650776894
10516,HUNGO,2,1997-04-24,1997-05-22,1997-05-01,3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,"",Ireland,42,14.0,20,0.0,2025-02-04 06:32:56.89171,2025-02-04 06:32:57.373893,2025-02-04 06:32:57.090344,,1738650777374,,1738650776894
10517,NORTS,3,1997-04-24,1997-05-22,1997-04-29,3,32.07,North/South,South House 300 Queensbridge,London,"",SW7 1RZ,UK,70,15.0,6,0.0,2025-02-04 06:32:56.892106,2025-02-04 06:32:57.374882,2025-02-04 06:32:57.090344,,1738650777375,,1738650776894
10518,TORTU,4,1997-04-25,1997-05-09,1997-05-05,2,218.15,Tortuga Restaurante,Avda. Azteca 123,México D.F.,"",05033,Mexico,44,19.45,9,0.0,2025-02-04 06:32:56.892528,2025-02-04 06:32:57.37584,2025-02-04 06:32:57.090344,,1738650777376,,1738650776894
10519,CHOPS,6,1997-04-28,1997-05-26,1997-05-01,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,"",3012,Switzerland,60,34.0,10,0.05,2025-02-04 06:32:56.892923,2025-02-04 06:32:57.376853,2025-02-04 06:32:57.090344,,1738650777377,,1738650776894
10520,SANTG,7,1997-04-29,1997-05-27,1997-05-01,1,13.37,Santé Gourmet,Erling Skakkes gate 78,Stavern,"",4110,Norway,53,32.8,5,0.0,2025-02-04 06:32:56.893204,2025-02-04 06:32:57.377553,2025-02-04 06:32:57.090344,,1738650777378,,1738650776894
10521,CACTU,8,1997-04-29,1997-05-27,1997-05-02,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,"",1010,Argentina,68,12.5,6,0.0,2025-02-04 06:32:56.8936,2025-02-04 06:32:57.378658,2025-02-04 06:32:57.090344,,1738650777379,,1738650776894
10522,LEHMS,4,1997-04-30,1997-05-28,1997-05-06,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,"",60528,Germany,40,18.4,25,0.2,2025-02-04 06:32:56.894135,2025-02-04 06:32:57.38001,2025-02-04 06:32:57.090344,,1738650777380,,1738650776894
10523,SEVES,7,1997-05-01,1997-05-29,1997-05-30,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,"",OX15 4NB,UK,41,9.65,6,0.1,2025-02-04 06:32:56.894657,2025-02-04 06:32:57.381364,2025-02-04 06:32:57.090344,,1738650777381,,1738650776894
10524,BERGS,1,1997-05-01,1997-05-29,1997-05-07,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,"",S-958 22,Sweden,54,7.45,15,0.0,2025-02-04 06:32:56.895375,2025-02-04 06:32:57.382781,2025-02-04 06:32:57.090344,,1738650777383,,1738650776894
10525,BONAP,1,1997-05-02,1997-05-30,1997-05-23,2,11.06,Bon app',"12, rue des Bouchers",Marseille,"",13008,France,40,18.4,15,0.1,2025-02-04 06:32:56.89564,2025-02-04 06:32:57.383454,2025-02-04 06:32:57.090344,,1738650777383,,1738650776894
10526,WARTH,4,1997-05-05,1997-06-02,1997-05-15,2,58.59,Wartian Herkku,Torikatu 38,Oulu,"",90110,Finland,56,38.0,30,0.15,2025-02-04 06:32:56.895969,2025-02-04 06:32:57.384434,2025-02-04 06:32:57.090344,,1738650777384,,1738650776894
10527,QUICK,7,1997-05-05,1997-06-02,1997-05-07,1,41.9,QUICK-Stop,Taucherstraße 10,Cunewalde,"",01307,Germany,36,19.0,30,0.1,2025-02-04 06:32:56.896243,2025-02-04 06:32:57.385106,2025-02-04 06:32:57.090344,,1738650777385,,1738650776894
10528,GREAL,6,1997-05-06,1997-05-20,1997-05-09,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,72,34.8,9,0.0,2025-02-04 06:32:56.896573,2025-02-04 06:32:57.386112,2025-02-04 06:32:57.090344,,1738650777386,,1738650776894
10529,MAISD,5,1997-05-07,1997-06-04,1997-05-09,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,"",B-1180,Belgium,69,36.0,10,0.0,2025-02-04 06:32:56.897027,2025-02-04 06:32:57.387091,2025-02-04 06:32:57.090344,,1738650777387,,1738650776894
10530,PICCO,3,1997-05-08,1997-06-05,1997-05-12,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,"",5020,Austria,76,18.0,50,0.0,2025-02-04 06:32:56.897581,2025-02-04 06:32:57.388456,2025-02-04 06:32:57.090344,,1738650777388,,1738650776894
10531,OCEAN,7,1997-05-08,1997-06-05,1997-05-19,1,8.12,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,"",1010,Argentina,59,55.0,2,0.0,2025-02-04 06:32:56.897713,2025-02-04 06:32:57.388824,2025-02-04 06:32:57.090344,,1738650777389,,1738650776894
10532,EASTC,7,1997-05-09,1997-06-06,1997-05-12,3,74.46,Eastern Connection,35 King George,London,"",WX3 6FW,UK,66,17.0,24,0.0,2025-02-04 06:32:56.898018,2025-02-04 06:32:57.389639,2025-02-04 06:32:57.090344,,1738650777390,,1738650776894
10533,FOLKO,8,1997-05-12,1997-06-09,1997-05-22,1,188.04,Folk och fä HB,Åkergatan 24,Bräcke,"",S-844 67,Sweden,73,15.0,24,0.05,2025-02-04 06:32:56.898414,2025-02-04 06:32:57.39066,2025-02-04 06:32:57.090344,,1738650777391,,1738650776894
10534,LEHMS,8,1997-05-12,1997-06-09,1997-05-14,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,"",60528,Germany,54,7.45,10,0.2,2025-02-04 06:32:56.898828,2025-02-04 06:32:57.391649,2025-02-04 06:32:57.090344,,1738650777392,,1738650776894
10535,ANTON,4,1997-05-13,1997-06-10,1997-05-21,1,15.64,Antonio Moreno Taquería,Mataderos  2312,México D.F.,"",05023,Mexico,59,55.0,15,0.1,2025-02-04 06:32:56.899372,2025-02-04 06:32:57.392976,2025-02-04 06:32:57.090344,,1738650777393,,1738650776894
10536,LEHMS,3,1997-05-14,1997-06-11,1997-06-06,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,"",60528,Germany,60,34.0,35,0.25,2025-02-04 06:32:56.900018,2025-02-04 06:32:57.394437,2025-02-04 06:32:57.090344,,1738650777394,,1738650776894
10537,RICSU,1,1997-05-14,1997-05-28,1997-05-19,1,78.85,Richter Supermarkt,Starenweg 5,Genève,"",1204,Switzerland,73,15.0,9,0.0,2025-02-04 06:32:56.900719,2025-02-04 06:32:57.396101,2025-02-04 06:32:57.090344,,1738650777396,,1738650776894
10538,BSBEV,9,1997-05-15,1997-06-12,1997-05-16,3,4.87,B's Beverages,Fauntleroy Circus,London,"",EC2 5NT,UK,72,34.8,1,0.0,2025-02-04 06:32:56.90098,2025-02-04 06:32:57.396721,2025-02-04 06:32:57.090344,,1738650777397,,1738650776894
10539,BSBEV,6,1997-05-16,1997-06-13,1997-05-23,3,12.36,B's Beverages,Fauntleroy Circus,London,"",EC2 5NT,UK,49,20.0,6,0.0,2025-02-04 06:32:56.90152,2025-02-04 06:32:57.398055,2025-02-04 06:32:57.090344,,1738650777398,,1738650776894
10540,QUICK,3,1997-05-19,1997-06-16,1997-06-13,3,1007.64,QUICK-Stop,Taucherstraße 10,Cunewalde,"",01307,Germany,68,12.5,35,0.0,2025-02-04 06:32:56.902072,2025-02-04 06:32:57.399449,2025-02-04 06:32:57.090344,,1738650777399,,1738650776894
10541,HANAR,2,1997-05-19,1997-06-16,1997-05-29,1,68.65,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,71,21.5,9,0.1,2025-02-04 06:32:56.90262,2025-02-04 06:32:57.40084,2025-02-04 06:32:57.090344,,1738650777401,,1738650776894
10542,KOENE,1,1997-05-20,1997-06-17,1997-05-26,3,10.95,Königlich Essen,Maubelstr. 90,Brandenburg,"",14776,Germany,54,7.45,24,0.05,2025-02-04 06:32:56.90288,2025-02-04 06:32:57.40148,2025-02-04 06:32:57.090344,,1738650777401,,1738650776894
10543,LILAS,8,1997-05-21,1997-06-18,1997-05-23,2,48.17,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,23,9.0,70,0.15,2025-02-04 06:32:56.903141,2025-02-04 06:32:57.402182,2025-02-04 06:32:57.090344,,1738650777402,,1738650776894
10544,LONEP,4,1997-05-21,1997-06-18,1997-05-30,1,24.91,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,67,14.0,7,0.0,2025-02-04 06:32:56.903434,2025-02-04 06:32:57.402854,2025-02-04 06:32:57.090344,,1738650777403,,1738650776894
10545,LAZYK,8,1997-05-22,1997-06-19,1997-06-26,2,11.92,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA,11,21.0,10,0.0,2025-02-04 06:32:56.903564,2025-02-04 06:32:57.403187,2025-02-04 06:32:57.090344,,1738650777403,,1738650776894
10546,VICTE,1,1997-05-23,1997-06-20,1997-05-27,3,194.72,Victuailles en stock,"2, rue du Commerce",Lyon,"",69004,France,62,49.3,40,0.0,2025-02-04 06:32:56.903983,2025-02-04 06:32:57.404203,2025-02-04 06:32:57.090344,,1738650777404,,1738650776894
10547,SEVES,3,1997-05-23,1997-06-20,1997-06-02,2,178.43,Seven Seas Imports,90 Wadhurst Rd.,London,"",OX15 4NB,UK,36,19.0,60,0.0,2025-02-04 06:32:56.904265,2025-02-04 06:32:57.404922,2025-02-04 06:32:57.090344,,1738650777405,,1738650776894
10548,TOMSP,3,1997-05-26,1997-06-23,1997-06-02,2,1.43,Toms Spezialitäten,Luisenstr. 48,Münster,"",44087,Germany,41,9.65,14,0.0,2025-02-04 06:32:56.904543,2025-02-04 06:32:57.405577,2025-02-04 06:32:57.090344,,1738650777406,,1738650776894
10549,QUICK,5,1997-05-27,1997-06-10,1997-05-30,1,171.24,QUICK-Stop,Taucherstraße 10,Cunewalde,"",01307,Germany,51,53.0,48,0.15,2025-02-04 06:32:56.904933,2025-02-04 06:32:57.406605,2025-02-04 06:32:57.090344,,1738650777407,,1738650776894
10550,GODOS,7,1997-05-28,1997-06-25,1997-06-06,3,4.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,"",41101,Spain,61,28.5,10,0.1,2025-02-04 06:32:56.905472,2025-02-04 06:32:57.408073,2025-02-04 06:32:57.090344,,1738650777408,,1738650776894
10551,FURIB,4,1997-05-28,1997-07-09,1997-06-06,3,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,"",1675,Portugal,44,19.45,40,0.0,2025-02-04 06:32:56.905873,2025-02-04 06:32:57.409232,2025-02-04 06:32:57.090344,,1738650777409,,1738650776894
10552,HILAA,2,1997-05-29,1997-06-26,1997-06-05,1,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,75,7.75,30,0.0,2025-02-04 06:32:56.906168,2025-02-04 06:32:57.41012,2025-02-04 06:32:57.090344,,1738650777410,,1738650776894
10553,WARTH,2,1997-05-30,1997-06-27,1997-06-03,2,149.49,Wartian Herkku,Torikatu 38,Oulu,"",90110,Finland,35,18.0,6,0.0,2025-02-04 06:32:56.90682,2025-02-04 06:32:57.412596,2025-02-04 06:32:57.090344,,1738650777413,,1738650776894
10554,OTTIK,4,1997-05-30,1997-06-27,1997-06-05,3,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,"",50739,Germany,77,13.0,10,0.05,2025-02-04 06:32:56.907344,2025-02-04 06:32:57.415495,2025-02-04 06:32:57.090344,,1738650777416,,1738650776894
10555,SAVEA,6,1997-06-02,1997-06-30,1997-06-04,3,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,56,38.0,40,0.2,2025-02-04 06:32:56.908024,2025-02-04 06:32:57.420755,2025-02-04 06:32:57.090344,,1738650777421,,1738650776894
10556,SIMOB,2,1997-06-03,1997-07-15,1997-06-13,1,9.8,Simons bistro,Vinbæltet 34,Kobenhavn,"",1734,Denmark,72,34.8,24,0.0,2025-02-04 06:32:56.908164,2025-02-04 06:32:57.421757,2025-02-04 06:32:57.090344,,1738650777422,,1738650776894
10557,LEHMS,9,1997-06-03,1997-06-17,1997-06-06,2,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,"",60528,Germany,75,7.75,20,0.0,2025-02-04 06:32:56.908425,2025-02-04 06:32:57.423457,2025-02-04 06:32:57.090344,,1738650777423,,1738650776894
10558,AROUT,1,1997-06-04,1997-07-02,1997-06-10,2,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,73,15.0,3,0.0,2025-02-04 06:32:56.909112,2025-02-04 06:32:57.427238,2025-02-04 06:32:57.090344,,1738650777427,,1738650776894
10559,BLONP,6,1997-06-05,1997-07-03,1997-06-13,1,8.05,Blondel père et fils,"24, place Kléber",Strasbourg,"",67000,France,55,24.0,18,0.05,2025-02-04 06:32:56.909372,2025-02-04 06:32:57.427945,2025-02-04 06:32:57.090344,,1738650777428,,1738650776894
10560,FRANK,8,1997-06-06,1997-07-04,1997-06-09,1,36.65,Frankenversand,Berliner Platz 43,München,"",80805,Germany,62,49.3,15,0.25,2025-02-04 06:32:56.909659,2025-02-04 06:32:57.428646,2025-02-04 06:32:57.090344,,1738650777429,,1738650776894
10561,FOLKO,2,1997-06-06,1997-07-04,1997-06-09,2,242.21,Folk och fä HB,Åkergatan 24,Bräcke,"",S-844 67,Sweden,51,53.0,50,0.0,2025-02-04 06:32:56.909939,2025-02-04 06:32:57.429378,2025-02-04 06:32:57.090344,,1738650777429,,1738650776894
10562,REGGC,1,1997-06-09,1997-07-07,1997-06-12,1,22.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,"",42100,Italy,62,49.3,10,0.1,2025-02-04 06:32:56.910201,2025-02-04 06:32:57.430121,2025-02-04 06:32:57.090344,,1738650777430,,1738650776894
10563,RICAR,2,1997-06-10,1997-07-22,1997-06-24,2,60.43,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,52,7.0,70,0.0,2025-02-04 06:32:56.910462,2025-02-04 06:32:57.430831,2025-02-04 06:32:57.090344,,1738650777431,,1738650776894
10564,RATTC,4,1997-06-10,1997-07-08,1997-06-16,3,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,55,24.0,25,0.05,2025-02-04 06:32:56.910872,2025-02-04 06:32:57.431846,2025-02-04 06:32:57.090344,,1738650777432,,1738650776894
10565,MEREP,8,1997-06-11,1997-07-09,1997-06-18,2,7.15,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,64,33.25,18,0.1,2025-02-04 06:32:56.911141,2025-02-04 06:32:57.432506,2025-02-04 06:32:57.090344,,1738650777433,,1738650776894
10566,BLONP,9,1997-06-12,1997-07-10,1997-06-18,1,88.4,Blondel père et fils,"24, place Kléber",Strasbourg,"",67000,France,76,18.0,10,0.0,2025-02-04 06:32:56.911532,2025-02-04 06:32:57.433546,2025-02-04 06:32:57.090344,,1738650777434,,1738650776894
10567,HUNGO,1,1997-06-12,1997-07-10,1997-06-17,1,33.97,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,"",Ireland,59,55.0,40,0.2,2025-02-04 06:32:56.911965,2025-02-04 06:32:57.43455,2025-02-04 06:32:57.090344,,1738650777435,,1738650776894
10568,GALED,3,1997-06-13,1997-07-11,1997-07-09,3,6.54,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,"",8022,Spain,10,31.0,5,0.0,2025-02-04 06:32:56.912136,2025-02-04 06:32:57.434905,2025-02-04 06:32:57.090344,,1738650777435,,1738650776894
10569,RATTC,5,1997-06-16,1997-07-14,1997-07-11,1,58.98,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,76,18.0,30,0.0,2025-02-04 06:32:56.912397,2025-02-04 06:32:57.435611,2025-02-04 06:32:57.090344,,1738650777436,,1738650776894
10570,MEREP,3,1997-06-17,1997-07-15,1997-06-19,3,188.99,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,56,38.0,60,0.05,2025-02-04 06:32:56.912673,2025-02-04 06:32:57.436302,2025-02-04 06:32:57.090344,,1738650777436,,1738650776894
10571,ERNSH,8,1997-06-17,1997-07-29,1997-07-04,3,26.06,Ernst Handel,Kirchgasse 6,Graz,"",8010,Austria,42,14.0,28,0.15,2025-02-04 06:32:56.912933,2025-02-04 06:32:57.436994,2025-02-04 06:32:57.090344,,1738650777437,,1738650776894
10572,BERGS,3,1997-06-18,1997-07-16,1997-06-25,2,116.43,Berglunds snabbköp,Berguvsvägen  8,Luleå,"",S-958 22,Sweden,75,7.75,15,0.1,2025-02-04 06:32:56.913455,2025-02-04 06:32:57.4383,2025-02-04 06:32:57.090344,,1738650777438,,1738650776894
10573,ANTON,7,1997-06-19,1997-07-17,1997-06-20,3,84.84,Antonio Moreno Taquería,Mataderos  2312,México D.F.,"",05023,Mexico,53,32.8,25,0.0,2025-02-04 06:32:56.91392,2025-02-04 06:32:57.43933,2025-02-04 06:32:57.090344,,1738650777439,,1738650776894
10574,TRAIH,4,1997-06-19,1997-07-17,1997-06-30,2,37.6,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA,64,33.25,6,0.0,2025-02-04 06:32:56.914459,2025-02-04 06:32:57.440678,2025-02-04 06:32:57.090344,,1738650777441,,1738650776894
10575,MORGK,5,1997-06-20,1997-07-04,1997-06-30,1,127.34,Morgenstern Gesundkost,Heerstr. 22,Leipzig,"",04179,Germany,76,18.0,10,0.0,2025-02-04 06:32:56.914951,2025-02-04 06:32:57.442046,2025-02-04 06:32:57.090344,,1738650777442,,1738650776894
10576,TORTU,3,1997-06-23,1997-07-07,1997-06-30,3,18.56,Tortuga Restaurante,Avda. Azteca 123,México D.F.,"",05033,Mexico,44,19.45,21,0.0,2025-02-04 06:32:56.915342,2025-02-04 06:32:57.443098,2025-02-04 06:32:57.090344,,1738650777443,,1738650776894
10577,TRAIH,9,1997-06-23,1997-08-04,1997-06-30,2,25.41,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA,77,13.0,18,0.0,2025-02-04 06:32:56.915772,2025-02-04 06:32:57.444087,2025-02-04 06:32:57.090344,,1738650777444,,1738650776894
10578,BSBEV,4,1997-06-24,1997-07-22,1997-07-25,3,29.6,B's Beverages,Fauntleroy Circus,London,"",EC2 5NT,UK,57,19.5,6,0.0,2025-02-04 06:32:56.916033,2025-02-04 06:32:57.444726,2025-02-04 06:32:57.090344,,1738650777445,,1738650776894
10579,LETSS,1,1997-06-25,1997-07-23,1997-07-04,2,13.73,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA,75,7.75,21,0.0,2025-02-04 06:32:56.916309,2025-02-04 06:32:57.445381,2025-02-04 06:32:57.090344,,1738650777445,,1738650776894
10580,OTTIK,4,1997-06-26,1997-07-24,1997-07-01,3,75.89,Ottilies Käseladen,Mehrheimerstr. 369,Köln,"",50739,Germany,65,21.05,30,0.05,2025-02-04 06:32:56.91671,2025-02-04 06:32:57.446438,2025-02-04 06:32:57.090344,,1738650777446,,1738650776894
